Gene ID	Representative Transcript ID	Chromosome	TSS	strand
ENSDARG00000003899	ENSDART00000010126	24	21131607	-
ENSDARG00000003900	ENSDART00000155174	6	42036685	-
ENSDARG00000003902	ENSDART00000181461	17	27456866	+
ENSDARG00000003903	ENSDART00000087149	16	29303971	+
ENSDARG00000003904	ENSDART00000011876	6	49052741	+
ENSDARG00000003909	ENSDART00000100524	2	11670270	+
ENSDARG00000003910	ENSDART00000152355	15	20125331	-
ENSDARG00000003920	ENSDART00000190943	21	13231101	-
ENSDARG00000003925	ENSDART00000012889	17	14711765	+
ENSDARG00000003927	ENSDART00000025877	16	43233509	-
ENSDARG00000003931	ENSDART00000143457	19	20801060	+
ENSDARG00000003934	ENSDART00000016103	10	2582254	+
ENSDARG00000003938	ENSDART00000032880	15	26538989	-
ENSDARG00000003940	ENSDART00000007271	17	24718272	+
ENSDARG00000003941	ENSDART00000125190	24	23839647	-
ENSDARG00000003952	ENSDART00000104687	22	35194243	-
ENSDARG00000003961	ENSDART00000022949	6	42049350	-
ENSDARG00000003963	ENSDART00000016024	15	15516612	+
ENSDARG00000003965	ENSDART00000006393	13	28272299	-
ENSDARG00000003968	ENSDART00000004483	11	6452492	-
ENSDARG00000003971	ENSDART00000012862	25	32751982	-
ENSDARG00000003973	ENSDART00000041249	15	43978141	-
ENSDARG00000003974	ENSDART00000109418	11	33818179	+
ENSDARG00000003977	ENSDART00000018519	20	25879826	+
ENSDARG00000003984	ENSDART00000022170	10	23099365	+
ENSDARG00000003989	ENSDART00000156527	3	21669545	+
ENSDARG00000003991	ENSDART00000187713	6	15101477	-
ENSDARG00000003994	ENSDART00000018685	18	28988373	+
ENSDARG00000003998	ENSDART00000006676	17	20979077	-
ENSDARG00000004015	ENSDART00000180869	7	71547747	+
ENSDARG00000004017	ENSDART00000185960	19	11984725	+
ENSDARG00000004018	ENSDART00000013449	23	34990693	+
ENSDARG00000004023	ENSDART00000010896	5	40734045	-
ENSDARG00000004034	ENSDART00000019004	3	27713610	+
ENSDARG00000004037	ENSDART00000026189	13	24018916	-
ENSDARG00000004046	ENSDART00000006463	14	31493119	+
ENSDARG00000004049	ENSDART00000123096	20	3319736	-
ENSDARG00000004051	ENSDART00000012822	7	58289847	-
ENSDARG00000004055	ENSDART00000046871	4	18281160	-
ENSDARG00000004059	ENSDART00000012600	25	32390794	+
ENSDARG00000004060	ENSDART00000026017	11	35763323	-
ENSDARG00000004074	ENSDART00000131857	20	24122881	-
ENSDARG00000004078	ENSDART00000006489	14	28438947	+
ENSDARG00000004082	ENSDART00000013745	5	23630384	+
ENSDARG00000004094	ENSDART00000012120	8	20140321	+
ENSDARG00000004105	ENSDART00000190702	6	34006917	-
ENSDARG00000004111	ENSDART00000087844	20	26383375	-
ENSDARG00000004114	ENSDART00000022498	23	43424518	+
ENSDARG00000004115	ENSDART00000001159	14	16754262	-
ENSDARG00000004130	ENSDART00000006673	5	19494198	+
ENSDARG00000004131	ENSDART00000006930	24	15263142	-
ENSDARG00000004132	ENSDART00000147778	23	20177527	-
ENSDARG00000004141	ENSDART00000127436	15	15415623	+
ENSDARG00000004150	ENSDART00000085472	6	42112191	-
ENSDARG00000004151	ENSDART00000019983	13	1381953	+
ENSDARG00000004154	ENSDART00000009227	10	41914084	+
ENSDARG00000004158	ENSDART00000156260	17	44780166	+
ENSDARG00000004160	ENSDART00000021628	12	8822717	+
ENSDARG00000004161	ENSDART00000012396	21	44013487	+
ENSDARG00000004167	ENSDART00000012119	2	7132292	+
ENSDARG00000004169	ENSDART00000164683	19	17210928	-
ENSDARG00000004171	ENSDART00000036891	16	10837245	-
ENSDARG00000004173	ENSDART00000048277	2	37176814	+
ENSDARG00000004174	ENSDART00000125459	25	17313568	+
ENSDARG00000004176	ENSDART00000180930	16	5898878	+
ENSDARG00000004184	ENSDART00000131897	10	37268854	+
ENSDARG00000004187	ENSDART00000102559	21	5169154	+
ENSDARG00000004189	ENSDART00000143088	3	24060454	+
ENSDARG00000004196	ENSDART00000101447	7	22956889	-
ENSDARG00000004199	ENSDART00000130678	25	27541621	-
ENSDARG00000004204	ENSDART00000008737	9	33781845	-
ENSDARG00000004211	ENSDART00000011936	16	17660594	-
ENSDARG00000004218	ENSDART00000018654	23	26979174	+
ENSDARG00000004227	ENSDART00000133843	4	2868112	-
ENSDARG00000004232	ENSDART00000019259	5	36693859	+
ENSDARG00000004243	ENSDART00000104716	6	13606410	+
ENSDARG00000004246	ENSDART00000007531	1	23783349	+
ENSDARG00000004251	ENSDART00000010041	5	26138313	+
ENSDARG00000004256	ENSDART00000013590	5	36513605	+
ENSDARG00000004260	ENSDART00000130179	21	22124736	+
ENSDARG00000004261	ENSDART00000020582	14	26411918	-
ENSDARG00000004262	ENSDART00000057699	20	5254610	-
ENSDARG00000004270	ENSDART00000191666	14	30774515	+
ENSDARG00000004274	ENSDART00000066583	24	37640705	-
ENSDARG00000004280	ENSDART00000013865	19	12406583	+
ENSDARG00000004282	ENSDART00000005923	11	472547	-
ENSDARG00000004291	ENSDART00000142835	2	49978227	-
ENSDARG00000004296	ENSDART00000027026	10	10801564	+
ENSDARG00000004297	ENSDART00000015418	17	11329959	-
ENSDARG00000004301	ENSDART00000022562	21	30937690	+
ENSDARG00000004302	ENSDART00000043016	11	40649412	+
ENSDARG00000004305	ENSDART00000036926	9	33009284	+
ENSDARG00000004306	ENSDART00000022909	2	32743807	+
ENSDARG00000004307	ENSDART00000020884	9	23118350	-
ENSDARG00000004311	ENSDART00000021396	19	29337789	+
ENSDARG00000004318	ENSDART00000012132	8	30425700	+
ENSDARG00000004322	ENSDART00000188412	3	56889052	-
ENSDARG00000004325	ENSDART00000047020	23	24973773	+
ENSDARG00000004328	ENSDART00000167665	16	4654333	+
ENSDARG00000004336	ENSDART00000021384	4	15605844	+
ENSDARG00000004343	ENSDART00000187396	19	26922780	+
ENSDARG00000004358	ENSDART00000012673	16	12022543	+
ENSDARG00000004363	ENSDART00000182579	10	31938796	+
ENSDARG00000004372	ENSDART00000109023	23	25354856	+
ENSDARG00000004377	ENSDART00000037371	17	14671098	-
ENSDARG00000004378	ENSDART00000148287	19	43359075	+
ENSDARG00000004386	ENSDART00000004604	4	9669717	+
ENSDARG00000004392	ENSDART00000005025	5	27404946	+
ENSDARG00000004396	ENSDART00000136074	2	7757273	-
ENSDARG00000004402	ENSDART00000105602	14	36246726	+
ENSDARG00000004405	ENSDART00000190659	19	18130567	-
ENSDARG00000004406	ENSDART00000007827	5	72136548	-
ENSDARG00000004415	ENSDART00000189099	12	31103906	-
ENSDARG00000004427	ENSDART00000024743	1	51039558	+
ENSDARG00000004433	ENSDART00000148737	14	38929885	-
ENSDARG00000004436	ENSDART00000114714	19	33275035	-
ENSDARG00000004445	ENSDART00000193829	10	25219728	+
ENSDARG00000004447	ENSDART00000167209	7	38689562	-
ENSDARG00000004451	ENSDART00000124871	21	16219400	-
ENSDARG00000004452	ENSDART00000126681	23	29357790	+
ENSDARG00000004455	ENSDART00000014404	5	42097608	+
ENSDARG00000004459	ENSDART00000151639	3	32594357	+
ENSDARG00000004460	ENSDART00000034935	13	11550454	+
ENSDARG00000004470	ENSDART00000185437	3	46763745	+
ENSDARG00000004472	ENSDART00000049368	19	27479563	+
ENSDARG00000004473	ENSDART00000013980	12	28749189	+
ENSDARG00000004497	ENSDART00000111882	4	14957417	+
ENSDARG00000004498	ENSDART00000104033	19	24988640	-
ENSDARG00000004502	ENSDART00000143792	22	38276024	+
ENSDARG00000004517	ENSDART00000078385	20	25625872	+
ENSDARG00000004525	ENSDART00000020463	2	3044992	+
ENSDARG00000004527	ENSDART00000026846	14	28432737	+
ENSDARG00000004537	ENSDART00000148840	15	23420170	-
ENSDARG00000004539	ENSDART00000006870	2	20923864	-
ENSDARG00000004574	ENSDART00000153416	20	38543314	+
ENSDARG00000004576	ENSDART00000043866	17	43428397	-
ENSDARG00000004577	ENSDART00000026401	25	19999623	+
ENSDARG00000004580	ENSDART00000003550	2	36040820	-
ENSDARG00000004581	ENSDART00000012816	20	26987416	+
ENSDARG00000004586	ENSDART00000027013	16	45854882	-
ENSDARG00000004587	ENSDART00000142420	5	23597155	+
ENSDARG00000004588	ENSDART00000191453	19	28789404	-
ENSDARG00000004592	ENSDART00000128807	4	2619132	+
ENSDARG00000004594	ENSDART00000153839	25	26901149	+
ENSDARG00000004597	ENSDART00000150958	3	30434016	-
ENSDARG00000004598	ENSDART00000017810	15	31466978	+
ENSDARG00000004616	ENSDART00000020004	5	23619911	-
ENSDARG00000004618	ENSDART00000148154	21	17956739	-
ENSDARG00000004621	ENSDART00000128794	1	38709551	-
ENSDARG00000004627	ENSDART00000027288	10	31016806	-
ENSDARG00000004632	ENSDART00000024296	11	31558006	+
ENSDARG00000004634	ENSDART00000141530	1	52662203	+
ENSDARG00000004635	ENSDART00000159122	20	24963092	-
ENSDARG00000004636	ENSDART00000027563	15	26931541	-
ENSDARG00000004643	ENSDART00000026679	13	29505946	-
ENSDARG00000004647	ENSDART00000012653	24	21343982	-
ENSDARG00000004648	ENSDART00000014411	14	23811808	+
ENSDARG00000004658	ENSDART00000012637	7	7398350	-
ENSDARG00000004672	ENSDART00000191106	16	30847192	-
ENSDARG00000004680	ENSDART00000185119	2	30103131	+
ENSDARG00000004687	ENSDART00000007997	24	20325312	+
ENSDARG00000004692	ENSDART00000135356	9	24218367	-
ENSDARG00000004695	ENSDART00000135381	13	31647323	-
ENSDARG00000004696	ENSDART00000007783	6	40832245	-
ENSDARG00000004697	ENSDART00000170930	20	33904258	+
ENSDARG00000004706	ENSDART00000099950	13	45431660	+
ENSDARG00000004712	ENSDART00000006612	9	51436377	-
ENSDARG00000004713	ENSDART00000028017	7	57637779	-
ENSDARG00000004714	ENSDART00000174335	7	52558705	-
ENSDARG00000004721	ENSDART00000028084	20	51006362	+
ENSDARG00000004724	ENSDART00000006061	16	34111929	+
ENSDARG00000004726	ENSDART00000054809	14	7375049	-
ENSDARG00000004735	ENSDART00000122696	20	35058634	+
ENSDARG00000004745	ENSDART00000027224	23	27703749	+
ENSDARG00000004748	ENSDART00000161644	3	39488639	-
ENSDARG00000004753	ENSDART00000027684	6	13498745	-
ENSDARG00000004754	ENSDART00000021037	21	43171249	-
ENSDARG00000004757	ENSDART00000024320	8	47152086	-
ENSDARG00000004763	ENSDART00000006284	10	35439952	+
ENSDARG00000004771	ENSDART00000102562	9	8929764	+
ENSDARG00000004774	ENSDART00000014049	5	55914268	-
ENSDARG00000004782	ENSDART00000125883	13	13294847	-
ENSDARG00000004785	ENSDART00000006124	25	32381663	-
ENSDARG00000004794	ENSDART00000135451	4	20177526	+
ENSDARG00000004796	ENSDART00000008988	3	54849083	+
ENSDARG00000004806	ENSDART00000121998	16	13860299	+
ENSDARG00000004823	ENSDART00000005145	18	20674121	-
ENSDARG00000004830	ENSDART00000003947	5	42872712	-
ENSDARG00000004836	ENSDART00000148423	23	17509656	-
ENSDARG00000004840	ENSDART00000142265	22	10645088	+
ENSDARG00000004843	ENSDART00000189721	23	10723009	-
ENSDARG00000004851	ENSDART00000051414	5	30596632	+
ENSDARG00000004861	ENSDART00000009104	17	29902187	-
ENSDARG00000004864	ENSDART00000019561	5	58679071	+
ENSDARG00000004866	ENSDART00000147491	19	7453996	+
ENSDARG00000004869	ENSDART00000142013	2	11512819	-
ENSDARG00000004870	ENSDART00000185749	17	51224159	-
ENSDARG00000004874	ENSDART00000169563	7	69478925	+
ENSDARG00000004877	ENSDART00000166573	20	33705044	-
ENSDARG00000004880	ENSDART00000041806	2	44746723	-
ENSDARG00000004889	ENSDART00000016728	14	36437249	-
ENSDARG00000004891	ENSDART00000045016	2	37140448	+
ENSDARG00000004904	ENSDART00000185839	4	16824556	-
ENSDARG00000004906	ENSDART00000112488	5	66823794	-
ENSDARG00000004925	ENSDART00000010706	25	21507676	-
ENSDARG00000004930	ENSDART00000009920	9	21970067	-
ENSDARG00000004931	ENSDART00000100204	13	36264861	-
ENSDARG00000004932	ENSDART00000144318	22	38824012	+
ENSDARG00000004937	ENSDART00000101751	21	22357985	-
ENSDARG00000004939	ENSDART00000015170	16	41717313	+
ENSDARG00000004948	ENSDART00000016635	12	45197038	-
ENSDARG00000004952	ENSDART00000019617	17	35361322	-
ENSDARG00000004953	ENSDART00000009315	1	7603734	-
ENSDARG00000004954	ENSDART00000137973	3	29941357	-
ENSDARG00000004956	ENSDART00000007412	21	30293564	+
ENSDARG00000004964	ENSDART00000131949	16	4640578	-
ENSDARG00000004979	ENSDART00000006990	13	2394534	+
ENSDARG00000004988	ENSDART00000144331	21	28958471	+
ENSDARG00000005002	ENSDART00000035827	20	20901791	+
ENSDARG00000005004	ENSDART00000156782	25	35524166	-
ENSDARG00000005010	ENSDART00000131673	13	44819254	-
ENSDARG00000005015	ENSDART00000007482	8	25716074	-
ENSDARG00000005023	ENSDART00000004392	19	42607451	-
ENSDARG00000005026	ENSDART00000122002	19	21362553	+
ENSDARG00000005034	ENSDART00000140882	15	34558579	-
ENSDARG00000005049	ENSDART00000138527	9	8895243	-
ENSDARG00000005050	ENSDART00000103433	6	48253449	+
ENSDARG00000005057	ENSDART00000050228	8	17184602	+
ENSDARG00000005058	ENSDART00000169310	2	44777679	-
ENSDARG00000005078	ENSDART00000013768	23	10745319	-
ENSDARG00000005085	ENSDART00000014098	16	53685812	+
ENSDARG00000005092	ENSDART00000138669	7	38395197	+
ENSDARG00000005095	ENSDART00000183309	25	7925019	-
ENSDARG00000005098	ENSDART00000135472	21	20322816	-
ENSDARG00000005104	ENSDART00000093185	5	20823409	+
ENSDARG00000005108	ENSDART00000188698	10	2943474	-
ENSDARG00000005112	ENSDART00000042895	16	26774182	+
ENSDARG00000005115	ENSDART00000127138	18	7032227	-
ENSDARG00000005122	ENSDART00000047201	21	17051478	+
ENSDARG00000005126	ENSDART00000157935	4	75057322	-
ENSDARG00000005128	ENSDART00000015377	9	29671553	+
ENSDARG00000005134	ENSDART00000164156	12	28363166	-
ENSDARG00000005139	ENSDART00000131677	24	20559009	+
ENSDARG00000005141	ENSDART00000125766	11	35364445	+
ENSDARG00000005150	ENSDART00000017185	16	42523744	-
ENSDARG00000005154	ENSDART00000074117	5	62340799	+
ENSDARG00000005159	ENSDART00000050576	3	56541751	-
ENSDARG00000005162	ENSDART00000010997	19	11015238	-
ENSDARG00000005163	ENSDART00000171393	2	42871831	+
ENSDARG00000005172	ENSDART00000020174	21	39566854	-
ENSDARG00000005176	ENSDART00000134177	18	40481028	-
ENSDARG00000005179	ENSDART00000062067	17	38769781	-
ENSDARG00000005185	ENSDART00000124439	12	31616412	+
ENSDARG00000005186	ENSDART00000097528	19	2546775	+
ENSDARG00000005191	ENSDART00000018523	6	49926115	+
ENSDARG00000005210	ENSDART00000011645	1	26605065	+
ENSDARG00000005218	ENSDART00000004848	2	389867	-
ENSDARG00000005220	ENSDART00000015517	24	12689571	-
ENSDARG00000005221	ENSDART00000065356	6	13891727	-
ENSDARG00000005230	ENSDART00000149169	19	11238721	-
ENSDARG00000005232	ENSDART00000104999	17	17955063	+
ENSDARG00000005236	ENSDART00000153426	12	27061720	+
ENSDARG00000005246	ENSDART00000021298	12	24060894	+
ENSDARG00000005251	ENSDART00000021218	9	24031461	-
ENSDARG00000005254	ENSDART00000027630	3	18384501	-
ENSDARG00000005274	ENSDART00000079012	25	21098675	+
ENSDARG00000005284	ENSDART00000124455	12	45669050	-
ENSDARG00000005315	ENSDART00000041055	7	38570940	-
ENSDARG00000005318	ENSDART00000022574	9	38043337	+
ENSDARG00000005320	ENSDART00000026749	5	12063381	-
ENSDARG00000005327	ENSDART00000156530	2	37762924	+
ENSDARG00000005332	ENSDART00000145092	24	24086491	+
ENSDARG00000005335	ENSDART00000024342	21	45897814	+
ENSDARG00000005343	ENSDART00000141126	6	6775821	-
ENSDARG00000005350	ENSDART00000019521	23	27442544	-
ENSDARG00000005355	ENSDART00000185918	18	173603	+
ENSDARG00000005356	ENSDART00000140391	17	10501647	+
ENSDARG00000005359	ENSDART00000018503	6	10037252	+
ENSDARG00000005368	ENSDART00000020425	15	23342752	-
ENSDARG00000005371	ENSDART00000008880	16	32152612	+
ENSDARG00000005372	ENSDART00000183503	5	55848511	-
ENSDARG00000005374	ENSDART00000009649	7	52950123	-
ENSDARG00000005382	ENSDART00000027321	12	9790485	-
ENSDARG00000005392	ENSDART00000159760	8	13364950	+
ENSDARG00000005394	ENSDART00000100320	20	47027379	-
ENSDARG00000005397	ENSDART00000174797	10	26179805	-
ENSDARG00000005414	ENSDART00000055171	3	39648021	-
ENSDARG00000005416	ENSDART00000152495	20	3087162	-
ENSDARG00000005423	ENSDART00000008287	13	31397987	-
ENSDARG00000005425	ENSDART00000027019	15	43238220	-
ENSDARG00000005448	ENSDART00000053814	7	52753067	+
ENSDARG00000005451	ENSDART00000008584	4	11464255	+
ENSDARG00000005453	ENSDART00000142087	4	6567503	-
ENSDARG00000005454	ENSDART00000002750	13	35892243	-
ENSDARG00000005456	ENSDART00000014632	7	52159028	+
ENSDARG00000005458	ENSDART00000056921	2	23039041	+
ENSDARG00000005462	ENSDART00000026178	21	44772738	-
ENSDARG00000005463	ENSDART00000007744	20	13894123	+
ENSDARG00000005464	ENSDART00000104425	23	19701587	+
ENSDARG00000005468	ENSDART00000018163	18	46369516	-
ENSDARG00000005476	ENSDART00000036886	4	20887330	+
ENSDARG00000005479	ENSDART00000084891	1	39387876	+
ENSDARG00000005481	ENSDART00000130107	20	16881883	+
ENSDARG00000005482	ENSDART00000193115	14	48033073	-
ENSDARG00000005485	ENSDART00000171904	25	7982979	+
ENSDARG00000005500	ENSDART00000192487	8	1649242	-
ENSDARG00000005510	ENSDART00000151090	19	22999181	+
ENSDARG00000005513	ENSDART00000181009	23	17865554	+
ENSDARG00000005518	ENSDART00000024433	8	15254564	+
ENSDARG00000005522	ENSDART00000187306	19	21919856	+
ENSDARG00000005525	ENSDART00000122217	1	52498146	-
ENSDARG00000005526	ENSDART00000037875	6	46941245	-
ENSDARG00000005536	ENSDART00000024595	20	27093042	+
ENSDARG00000005540	ENSDART00000027612	10	20070178	+
ENSDARG00000005541	ENSDART00000016382	4	12931763	+
ENSDARG00000005544	ENSDART00000014970	1	51191050	+
ENSDARG00000005547	ENSDART00000045639	4	18512550	-
ENSDARG00000005549	ENSDART00000173514	7	30227878	-
ENSDARG00000005551	ENSDART00000015636	21	30181732	-
ENSDARG00000005559	ENSDART00000025031	6	4539953	+
ENSDARG00000005560	ENSDART00000020122	10	17170086	-
ENSDARG00000005561	ENSDART00000016314	5	34578479	+
ENSDARG00000005565	ENSDART00000011245	6	41038757	+
ENSDARG00000005574	ENSDART00000030448	17	31659670	-
ENSDARG00000005576	ENSDART00000080404	9	21488976	-
ENSDARG00000005578	ENSDART00000010449	1	50997156	+
ENSDARG00000005586	ENSDART00000013605	5	67661102	-
ENSDARG00000005590	ENSDART00000122709	2	10632431	-
ENSDARG00000005595	ENSDART00000021575	20	32007209	-
ENSDARG00000005606	ENSDART00000158844	2	29923630	-
ENSDARG00000005612	ENSDART00000008096	7	29177191	+
ENSDARG00000005616	ENSDART00000003508	21	27443995	-
ENSDARG00000005619	ENSDART00000003248	20	13883131	+
ENSDARG00000005625	ENSDART00000009149	19	29303847	+
ENSDARG00000005626	ENSDART00000003097	1	53988017	-
ENSDARG00000005629	ENSDART00000028062	20	572037	+
ENSDARG00000005640	ENSDART00000008275	9	41040098	-
ENSDARG00000005643	ENSDART00000007398	3	25990052	+
ENSDARG00000005645	ENSDART00000023575	10	31563049	-
ENSDARG00000005648	ENSDART00000084439	8	41281801	+
ENSDARG00000005651	ENSDART00000015040	7	49651378	-
ENSDARG00000005652	ENSDART00000146052	20	41021054	+
ENSDARG00000005670	ENSDART00000185507	17	45254585	-
ENSDARG00000005673	ENSDART00000027171	2	15100742	+
ENSDARG00000005675	ENSDART00000049425	6	42388608	-
ENSDARG00000005679	ENSDART00000124215	3	54500354	-
ENSDARG00000005690	ENSDART00000152666	1	54997746	-
ENSDARG00000005699	ENSDART00000009788	11	3535581	-
ENSDARG00000005704	ENSDART00000139682	8	25329967	-
ENSDARG00000005713	ENSDART00000043403	16	54303491	+
ENSDARG00000005738	ENSDART00000143436	11	16115804	-
ENSDARG00000005739	ENSDART00000019770	1	29045426	-
ENSDARG00000005749	ENSDART00000182376	22	31060579	-
ENSDARG00000005754	ENSDART00000184039	2	17947389	-
ENSDARG00000005772	ENSDART00000025214	8	8349653	-
ENSDARG00000005774	ENSDART00000154985	6	59832786	+
ENSDARG00000005775	ENSDART00000022042	23	27345425	-
ENSDARG00000005776	ENSDART00000022959	8	18239498	-
ENSDARG00000005783	ENSDART00000191154	22	18112374	-
ENSDARG00000005786	ENSDART00000051666	5	13206878	-
ENSDARG00000005789	ENSDART00000045183	20	13403281	+
ENSDARG00000005791	ENSDART00000012055	16	51889734	-
ENSDARG00000005799	ENSDART00000008201	1	23308308	-
ENSDARG00000005800	ENSDART00000149680	7	66868543	-
ENSDARG00000005821	ENSDART00000099138	7	41338923	-
ENSDARG00000005823	ENSDART00000037025	9	24920677	+
ENSDARG00000005827	ENSDART00000006058	17	34244345	+
ENSDARG00000005828	ENSDART00000180758	9	23748133	+
ENSDARG00000005840	ENSDART00000007767	7	51774502	+
ENSDARG00000005841	ENSDART00000149439	25	31238606	+
ENSDARG00000005842	ENSDART00000135587	18	7143920	-
ENSDARG00000005846	ENSDART00000185105	6	3809346	+
ENSDARG00000005853	ENSDART00000026378	9	34871900	-
ENSDARG00000005861	ENSDART00000156031	17	41798856	-
ENSDARG00000005865	ENSDART00000139966	15	18223769	-
ENSDARG00000005867	ENSDART00000088023	16	28994709	+
ENSDARG00000005870	ENSDART00000012478	9	23049500	+
ENSDARG00000005883	ENSDART00000012335	3	19200651	-
ENSDARG00000005891	ENSDART00000014153	4	11810799	-
ENSDARG00000005894	ENSDART00000173830	7	38507006	+
ENSDARG00000005897	ENSDART00000024312	4	12766418	-
ENSDARG00000005908	ENSDART00000183050	21	32289356	-
ENSDARG00000005913	ENSDART00000041912	23	40250886	-
ENSDARG00000005915	ENSDART00000020529	2	57379216	-
ENSDARG00000005924	ENSDART00000010293	20	27381691	-
ENSDARG00000005926	ENSDART00000003167	19	35428914	-
ENSDARG00000005927	ENSDART00000017422	3	30186298	-
ENSDARG00000005941	ENSDART00000178066	2	31330358	+
ENSDARG00000005943	ENSDART00000050542	5	26950374	-
ENSDARG00000005945	ENSDART00000012855	21	27302752	+
ENSDARG00000005948	ENSDART00000003674	15	34590820	-
ENSDARG00000005972	ENSDART00000019818	18	15329471	-
ENSDARG00000005980	ENSDART00000143113	21	15282452	-
ENSDARG00000005989	ENSDART00000164780	8	19313510	-
